PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;35;7;28079035_7_8;2018;04;00008;V;00011;V;00003;V;00003;V;00025;V;00033;V;00004;V;00004;V;00003;V;00004;V;00006;V;00005;V;00003;V;00011;V;00003;V;00004;V;00018;V;00021;V;00012;V;00009;V;00010;V;00010;V;00016;V;00017;V;00015;V;00011;V;00006;V;00003;V;00002;V;00003;V;00000;N
28;079;35;7;28079035_7_8;2018;05;00003;V;00003;V;00014;V;00008;V;00006;V;00007;V;00023;V;00030;V;00013;V;00011;V;00014;V;00004;V;00005;V;00008;V;00007;V;00007;V;00008;V;00012;V;00015;V;00006;V;00013;V;00009;V;00013;V;00010;V;00008;V;00006;V;00009;V;00008;V;00017;V;00006;V;00010;V
28;079;35;7;28079035_7_8;2018;06;00016;V;00005;V;00004;V;00004;V;00005;V;00009;V;00015;V;00010;V;00006;V;00008;V;00004;V;00009;V;00009;V;00011;V;00017;V;00010;V;00006;V;00011;V;00013;V;00013;V;00015;V;00012;V;00007;V;00007;V;00010;V;00008;V;00006;V;00008;V;00008;V;00004;V;00000;N
28;079;35;7;28079035_7_8;2018;07;00003;V;00003;V;00008;V;00007;V;00006;V;00007;V;00006;V;00005;V;00008;V;00008;V;00005;V;00005;V;00005;V;00003;V;00002;V;00005;V;00009;V;00006;V;00012;V;00008;V;00004;V;00003;N;00004;N;00005;V;00012;V;00012;V;00009;V;00004;V;00003;V;00010;V;00012;V
28;079;35;7;28079035_7_8;2018;08;00022;V;00015;V;00000;N;00000;N;00000;N;00015;N;00007;N;00008;V;00008;V;00009;V;00005;V;00005;V;00008;V;00008;V;00005;V;00007;V;00007;V;00006;V;00009;V;00008;V;00009;V;00008;V;00009;V;00008;V;00006;V;00006;V;00019;V;00014;V;00009;V;00006;V;00009;V
28;079;35;7;28079035_7_8;2018;09;00009;V;00007;V;00009;V;00015;V;00006;V;00008;V;00011;V;00009;V;00010;V;00017;V;00011;V;00005;V;00012;V;00007;V;00003;V;00003;V;00007;V;00006;V;00010;V;00008;V;00012;V;00004;V;00003;V;00005;V;00007;V;00003;V;00005;V;00019;V;00009;V;00005;V;00000;N
28;079;35;7;28079035_7_8;2018;10;00006;V;00030;V;00019;V;00028;V;00029;V;00024;V;00006;V;00035;V;00024;V;00028;V;00023;V;00005;V;00038;V;00004;V;00011;V;00030;V;00024;V;00016;V;00018;V;00008;V;00005;V;00029;V;00023;V;00056;V;00064;V;00086;V;00020;V;00004;V;00006;V;00008;V;00006;V
28;079;35;7;28079035_7_8;2018;11;00017;V;00010;V;00027;V;00028;V;00005;V;00002;V;00010;V;00041;N;00000;N;00000;N;00000;N;00035;N;00049;V;00037;V;00031;V;00038;V;00019;V;00013;V;00020;V;00010;V;00012;V;00018;V;00010;V;00034;V;00010;V;00010;V;00046;V;00110;V;00078;V;00036;V;00000;N
28;079;35;7;28079035_7_8;2018;12;00043;V;00035;V;00066;V;00141;V;00149;V;00080;V;00059;V;00029;V;00088;V;00162;V;00083;V;00050;V;00012;V;00010;V;00018;V;00005;V;00066;V;00070;V;00023;V;00016;V;00013;V;00017;V;00053;V;00123;V;00063;V;00099;V;00123;V;00092;V;00037;V;00056;V;00122;V
28;079;35;8;28079035_8_8;2018;01;00026;V;00032;V;00034;V;00026;V;00027;V;00032;V;00032;V;00049;V;00049;V;00040;V;00039;V;00056;V;00049;V;00036;V;00049;V;00053;V;00060;V;00075;V;00082;V;00068;V;00051;V;00062;V;00072;V;00071;V;00062;V;00053;V;00048;V;00044;V;00073;V;00074;V;00085;V
28;079;35;8;28079035_8_8;2018;02;00068;V;00057;V;00048;V;00049;V;00054;V;00054;V;00058;V;00066;V;00079;V;00060;V;00057;V;00057;V;00049;V;00036;V;00054;V;00056;V;00051;V;00048;V;00057;V;00062;V;00055;V;00061;V;00065;V;00064;V;00068;V;00075;V;00069;V;00062;V;00000;N;00000;N;00000;N
28;079;35;8;28079035_8_8;2018;03;00039;V;00060;V;00033;V;00034;V;00037;V;00039;V;00041;V;00057;V;00055;V;00042;V;00021;V;00028;V;00048;V;00047;V;00028;V;00035;V;00033;V;00038;V;00044;V;00044;V;00051;V;00059;V;00060;V;00031;V;00039;V;00055;V;00047;V;00047;V;00028;V;00020;V;00030;V
28;079;35;8;28079035_8_8;2018;04;00048;V;00050;V;00031;V;00029;V;00057;V;00080;V;00040;V;00029;V;00033;V;00037;V;00041;V;00038;V;00037;V;00046;V;00026;V;00031;V;00052;V;00055;V;00046;V;00043;V;00045;V;00045;V;00056;V;00053;V;00061;V;00045;V;00033;V;00026;V;00021;V;00028;V;00000;N
28;079;35;8;28079035_8_8;2018;05;00030;V;00028;V;00043;V;00044;V;00037;V;00033;V;00043;V;00045;V;00040;V;00042;V;00041;V;00033;V;00031;V;00040;V;00039;V;00048;V;00048;V;00054;V;00048;V;00043;V;00042;V;00053;V;00052;V;00048;V;00046;V;00032;V;00032;V;00042;V;00051;V;00034;V;00030;V
28;079;35;8;28079035_8_8;2018;06;00041;V;00032;V;00030;V;00019;V;00021;V;00036;V;00042;V;00038;V;00028;V;00029;V;00021;V;00040;V;00038;V;00042;V;00049;V;00034;V;00032;V;00036;V;00045;V;00051;V;00053;V;00062;V;00042;V;00042;V;00049;V;00046;V;00032;V;00037;V;00039;V;00027;V;00000;N
28;079;35;8;28079035_8_8;2018;07;00015;V;00022;V;00034;V;00037;V;00034;V;00038;V;00034;V;00031;V;00040;V;00038;V;00035;V;00032;V;00033;V;00025;V;00019;V;00026;V;00041;V;00036;V;00043;V;00037;V;00025;V;00024;N;00026;N;00029;V;00044;V;00045;V;00038;V;00023;V;00019;V;00042;V;00048;V
28;079;35;8;28079035_8_8;2018;08;00069;V;00062;V;00000;N;00000;N;00000;N;00055;N;00033;N;00038;V;00032;V;00034;V;00030;V;00031;V;00037;V;00035;V;00026;V;00035;V;00037;V;00024;V;00036;V;00044;V;00051;V;00047;V;00050;V;00043;V;00031;V;00027;V;00063;V;00051;V;00044;V;00036;V;00041;V
28;079;35;8;28079035_8_8;2018;09;00037;V;00033;V;00039;V;00044;V;00029;V;00036;V;00042;V;00041;V;00041;V;00047;V;00054;V;00053;V;00068;V;00061;V;00038;V;00033;V;00051;V;00047;V;00052;V;00058;V;00059;V;00049;V;00046;V;00042;V;00044;V;00035;V;00049;V;00060;V;00058;V;00051;V;00000;N
28;079;35;8;28079035_8_8;2018;10;00056;V;00060;V;00061;V;00069;V;00067;V;00067;V;00040;V;00050;V;00051;V;00052;V;00042;V;00029;V;00044;V;00028;V;00039;V;00048;V;00053;V;00052;V;00045;V;00040;V;00034;V;00048;V;00055;V;00062;V;00060;V;00061;V;00042;V;00038;V;00040;V;00039;V;00034;V
28;079;35;8;28079035_8_8;2018;11;00040;V;00043;V;00047;V;00041;V;00030;V;00030;V;00040;V;00046;N;00000;N;00000;N;00000;N;00060;N;00057;V;00053;V;00050;V;00046;V;00034;V;00028;V;00030;V;00017;V;00028;V;00041;V;00026;V;00047;V;00021;V;00025;V;00047;V;00066;V;00063;V;00047;V;00000;N
28;079;35;8;28079035_8_8;2018;12;00049;V;00045;V;00050;V;00064;V;00071;V;00053;V;00046;V;00046;V;00062;V;00085;V;00065;V;00049;V;00033;V;00040;V;00043;V;00019;V;00061;V;00063;V;00043;V;00039;V;00039;V;00043;V;00041;V;00061;V;00057;V;00066;V;00065;V;00056;V;00045;V;00056;V;00076;V
28;079;35;12;28079035_12_8;2018;01;00031;V;00040;V;00051;V;00035;V;00032;V;00038;V;00040;V;00078;V;00100;V;00057;V;00053;V;00122;V;00096;V;00049;V;00094;V;00088;V;00133;V;00172;V;00261;V;00140;V;00083;V;00150;V;00220;V;00230;V;00179;V;00075;V;00062;V;00057;V;00136;V;00181;V;00243;V
28;079;35;12;28079035_12_8;2018;02;00178;V;00084;V;00067;V;00066;V;00087;V;00079;V;00093;V;00119;V;00173;V;00078;V;00091;V;00079;V;00088;V;00044;V;00090;V;00105;V;00088;V;00064;V;00085;V;00095;V;00072;V;00093;V;00115;V;00114;V;00114;V;00136;V;00124;V;00111;V;00000;N;00000;N;00000;N
28;079;35;12;28079035_12_8;2018;03;00046;V;00099;V;00040;V;00039;V;00044;V;00049;V;00049;V;00075;V;00075;V;00051;V;00025;V;00033;V;00061;V;00067;V;00032;V;00042;V;00038;V;00046;V;00056;V;00056;V;00064;V;00082;V;00086;V;00037;V;00047;V;00071;V;00062;V;00100;V;00037;V;00024;V;00035;V
28;079;35;12;28079035_12_8;2018;04;00060;V;00068;V;00036;V;00033;V;00096;V;00130;V;00046;V;00034;V;00038;V;00043;V;00050;V;00045;V;00042;V;00064;V;00031;V;00038;V;00081;V;00088;V;00063;V;00058;V;00060;V;00060;V;00081;V;00080;V;00084;V;00062;V;00042;V;00031;V;00025;V;00032;V;00000;N
28;079;35;12;28079035_12_8;2018;05;00035;V;00034;V;00065;V;00057;V;00046;V;00044;V;00078;V;00091;V;00060;V;00059;V;00063;V;00039;V;00038;V;00052;V;00051;V;00059;V;00060;V;00072;V;00072;V;00053;V;00062;V;00067;V;00071;V;00064;V;00058;V;00041;V;00046;V;00054;V;00077;V;00043;V;00044;V
28;079;35;12;28079035_12_8;2018;06;00066;V;00040;V;00036;V;00025;V;00028;V;00050;V;00065;V;00054;V;00037;V;00041;V;00027;V;00054;V;00051;V;00058;V;00075;V;00049;V;00041;V;00053;V;00066;V;00071;V;00077;V;00081;V;00053;V;00052;V;00063;V;00058;V;00041;V;00049;V;00051;V;00033;V;00000;N
28;079;35;12;28079035_12_8;2018;07;00019;V;00026;V;00046;V;00047;V;00042;V;00049;V;00042;V;00039;V;00052;V;00050;V;00043;V;00039;V;00041;V;00029;V;00023;V;00033;V;00055;V;00045;V;00061;V;00049;V;00032;V;00029;N;00032;N;00038;V;00062;V;00063;V;00051;V;00028;V;00024;V;00057;V;00067;V
28;079;35;12;28079035_12_8;2018;08;00103;V;00085;V;00000;N;00000;N;00000;N;00075;N;00043;N;00051;V;00044;V;00048;V;00038;V;00039;V;00048;V;00048;V;00033;V;00046;V;00047;V;00033;V;00049;V;00055;V;00065;V;00059;V;00064;V;00055;V;00041;V;00036;V;00091;V;00073;V;00057;V;00045;V;00055;V
28;079;35;12;28079035_12_8;2018;09;00051;V;00045;V;00053;V;00066;V;00038;V;00048;V;00059;V;00055;V;00056;V;00073;V;00071;V;00061;V;00086;V;00073;V;00043;V;00037;V;00061;V;00057;V;00068;V;00069;V;00077;V;00055;V;00050;V;00049;V;00055;V;00040;V;00058;V;00089;V;00072;V;00058;V;00000;N
28;079;35;12;28079035_12_8;2018;10;00065;V;00106;V;00090;V;00112;V;00111;V;00104;V;00049;V;00104;V;00087;V;00094;V;00078;V;00037;V;00103;V;00033;V;00056;V;00094;V;00090;V;00078;V;00073;V;00052;V;00041;V;00093;V;00089;V;00148;V;00158;V;00193;V;00072;V;00043;V;00048;V;00051;V;00043;V
28;079;35;12;28079035_12_8;2018;11;00065;V;00057;V;00089;V;00084;V;00038;V;00034;V;00055;V;00109;N;00000;N;00000;N;00000;N;00114;N;00132;V;00109;V;00097;V;00105;V;00064;V;00047;V;00061;V;00032;V;00047;V;00068;V;00041;V;00098;V;00036;V;00040;V;00119;V;00235;V;00183;V;00102;V;00000;N
28;079;35;12;28079035_12_8;2018;12;00114;V;00098;V;00151;V;00280;V;00300;V;00176;V;00137;V;00091;V;00197;V;00333;V;00193;V;00125;V;00052;V;00056;V;00071;V;00027;V;00161;V;00171;V;00078;V;00063;V;00059;V;00070;V;00122;V;00250;V;00154;V;00218;V;00253;V;00197;V;00101;V;00142;V;00263;V
28;079;35;14;28079035_14_6;2018;01;00029;V;00025;V;00010;V;00014;V;00022;V;00026;V;00022;V;00013;V;00005;V;00010;V;00027;V;00013;V;00004;V;00019;V;00013;V;00014;V;00014;V;00010;V;00007;V;00010;V;00014;V;00009;V;00007;V;00007;V;00009;V;00021;V;00026;V;00027;V;00015;V;00011;V;00007;V
28;079;35;14;28079035_14_6;2018;02;00011;V;00021;V;00021;V;00018;V;00015;V;00019;V;00018;V;00017;V;00011;V;00023;V;00015;V;00022;V;00026;V;00025;V;00014;V;00009;V;00014;V;00026;V;00022;V;00019;V;00025;V;00024;V;00022;V;00020;V;00020;V;00017;V;00020;V;00014;V;00000;N;00000;N;00000;N
28;079;35;14;28079035_14_6;2018;03;00033;V;00022;V;00046;V;00043;V;00043;V;00038;V;00043;V;00025;V;00015;V;00025;V;00055;V;00050;V;00030;V;00022;V;00053;V;00043;V;00046;V;00047;V;00042;V;00044;V;00048;V;00039;V;00025;V;00054;V;00050;V;00037;V;00033;V;00028;V;00043;V;00068;V;00054;V
28;079;35;14;28079035_14_6;2018;04;00037;V;00039;V;00046;V;00055;V;00033;V;00017;V;00042;V;00045;V;00054;N;00044;V;00047;V;00044;V;00046;V;00032;V;00036;V;00045;V;00029;V;00031;V;00047;V;00044;V;00034;V;00032;V;00022;V;00026;V;00026;V;00035;V;00040;V;00047;V;00051;V;00048;V;00000;N
28;079;35;14;28079035_14_6;2018;05;00051;V;00051;V;00033;V;00040;V;00046;V;00046;V;00024;V;00020;V;00035;V;00034;V;00034;V;00048;V;00051;V;00040;V;00051;V;00052;V;00056;V;00038;V;00038;V;00051;V;00062;V;00060;V;00062;V;00060;V;00053;V;00057;V;00060;V;00048;V;00037;V;00056;V;00063;V
28;079;35;14;28079035_14_6;2018;06;00050;V;00071;V;00058;V;00064;V;00061;V;00051;V;00048;V;00042;V;00047;V;00047;V;00060;V;00045;V;00061;V;00057;V;00052;V;00048;V;00068;V;00053;V;00065;V;00065;V;00069;V;00070;V;00081;V;00077;V;00077;V;00072;V;00070;V;00067;V;00069;V;00066;V;00000;N
28;079;35;14;28079035_14_6;2018;07;00066;V;00078;V;00069;V;00058;V;00078;V;00071;V;00073;V;00074;V;00073;V;00089;V;00084;V;00089;V;00079;V;00085;V;00076;V;00071;V;00072;V;00073;V;00065;V;00069;V;00069;V;00063;N;00071;N;00074;V;00063;V;00063;V;00067;V;00079;V;00073;V;00057;V;00056;V
28;079;35;14;28079035_14_6;2018;08;00063;V;00056;V;00000;N;00000;N;00000;N;00042;N;00073;N;00058;V;00061;V;00056;V;00062;V;00062;V;00050;V;00057;V;00062;V;00057;V;00063;V;00055;V;00055;V;00058;V;00057;V;00062;V;00059;V;00060;V;00058;V;00058;V;00046;V;00045;V;00064;V;00061;V;00055;V
28;079;35;14;28079035_14_6;2018;09;00057;V;00054;V;00056;V;00055;V;00059;V;00058;V;00053;V;00040;V;00043;V;00043;V;00040;V;00048;V;00042;V;00046;V;00051;V;00056;V;00040;V;00041;V;00040;V;00042;V;00041;V;00053;V;00059;V;00037;V;00046;V;00051;V;00049;V;00036;V;00045;V;00045;V;00000;N
28;079;35;14;28079035_14_6;2018;10;00050;V;00031;V;00030;V;00023;V;00031;V;00039;V;00054;V;00034;V;00038;V;00033;V;00018;V;00032;V;00019;V;00049;V;00038;V;00022;V;00031;V;00028;V;00037;V;00040;V;00037;V;00023;V;00034;V;00014;V;00018;V;00006;V;00025;V;00047;V;00052;V;00037;V;00036;V
28;079;35;14;28079035_14_6;2018;11;00026;V;00038;N;00034;N;00025;V;00050;V;00054;V;00037;V;00017;N;00062;V;00057;V;00052;V;00027;N;00007;N;00013;V;00024;V;00016;V;00031;V;00037;V;00038;V;00053;V;00048;V;00026;N;00048;V;00012;V;00041;V;00053;V;00033;N;00006;N;00000;N;00015;N;00000;N
28;079;35;14;28079035_14_6;2018;12;00012;V;00009;V;00008;N;00006;N;00006;V;00009;V;00011;V;00023;V;00009;V;00005;V;00008;N;00014;V;00042;V;00038;N;00021;V;00051;N;00031;V;00011;V;00033;N;00026;V;00018;N;00016;V;00016;V;00008;N;00011;V;00010;V;00008;V;00014;V;00023;V;00023;V;00010;V
28;079;36;1;28079036_1_38;2018;01;00008;V;00009;V;00010;V;00009;V;00009;V;00008;V;00025;V;00025;V;00008;V;00009;V;00008;V;00013;V;00011;V;00017;V;00011;V;00014;V;00031;V;00019;V;00024;V;00015;V;00017;N;00019;V;00019;V;00013;V;00010;V;00009;V;00019;V;00041;V;00027;V;00027;V;00019;V
28;079;36;1;28079036_1_38;2018;02;00024;V;00013;V;00008;V;00008;V;00025;V;00019;V;00022;V;00030;V;00016;V;00018;V;00010;V;00013;V;00009;V;00008;V;00020;V;00014;V;00028;V;00026;V;00022;V;00016;V;00017;V;00025;V;00019;V;00012;V;00011;V;00020;V;00017;V;00010;V;00000;N;00000;N;00000;N
28;079;36;1;28079036_1_38;2018;03;00006;V;00013;V;00007;V;00006;V;00006;V;00006;V;00007;V;00011;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00007;V;00009;V;00010;V;00009;V;00006;V;00010;V;00013;V;00008;V;00010;V;00007;V;00006;V;00007;V
28;079;36;1;28079036_1_38;2018;04;00018;V;00012;V;00007;V;00007;V;00015;V;00023;V;00008;V;00007;V;00007;V;00007;V;00007;V;00008;V;00008;V;00011;V;00008;V;00007;V;00008;V;00008;V;00007;V;00007;V;00007;V;00008;V;00010;V;00008;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00000;N
28;079;36;1;28079036_1_38;2018;05;00013;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00006;V;00004;V;00003;N;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V
28;079;36;1;28079036_1_38;2018;06;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00000;N
28;079;36;1;28079036_1_38;2018;07;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V
28;079;36;1;28079036_1_38;2018;08;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V
28;079;36;1;28079036_1_38;2018;09;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00007;V;00007;V;00007;V;00007;V;00007;V;00006;V;00007;V;00007;V;00007;V;00007;V;00000;N
28;079;36;1;28079036_1_38;2018;10;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00008;V;00007;V;00010;V;00009;V;00009;V;00009;V;00009;V;00010;V;00009;V;00013;V;00009;V;00008;V;00009;V;00008;V
28;079;36;1;28079036_1_38;2018;11;00009;V;00018;V;00009;V;00007;V;00002;V;00001;V;00002;V;00006;V;00002;V;00002;V;00002;V;00009;V;00020;V;00028;V;00022;V;00025;V;00024;V;00023;V;00013;V;00003;V;00002;V;00004;V;00003;V;00011;V;00003;V;00003;V;00003;V;00007;V;00010;V;00016;V;00000;N
28;079;36;1;28079036_1_38;2018;12;00009;V;00008;V;00014;V;00008;V;00009;V;00009;V;00010;V;00010;V;00012;V;00014;V;00011;V;00006;V;00003;V;00004;V;00005;V;00003;V;00015;V;00015;V;00005;V;00003;V;00004;V;00019;V;00009;V;00010;V;00015;V;00013;V;00008;V;00024;V;00033;V;00023;V;00011;V
28;079;36;6;28079036_6_48;2018;01;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.6;V;000.4;V;000.3;V;000.3;V;000.6;V;000.5;V;000.3;V;000.5;V;000.5;V;000.5;V;000.7;V;000.5;V;000.6;V;000.4;N;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.2;V;000.5;V;000.6;V;000.7;V;000.5;V
28;079;36;6;28079036_6_48;2018;02;000.5;V;000.4;V;000.3;V;000.3;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.4;V;000.3;V;000.4;V;000.3;V;000.2;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.5;V;000.5;V;000.5;V;000.4;V;000.6;V;000.5;V;000.4;V;00000;N;00000;N;00000;N
28;079;36;6;28079036_6_48;2018;03;000.2;V;000.5;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V
28;079;36;6;28079036_6_48;2018;04;000.4;V;000.3;V;000.2;V;000.2;V;000.4;V;000.5;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.4;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N
28;079;36;6;28079036_6_48;2018;05;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;36;6;28079036_6_48;2018;06;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;00000;N
28;079;36;6;28079036_6_48;2018;07;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V
28;079;36;6;28079036_6_48;2018;08;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;36;6;28079036_6_48;2018;09;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;00000;N
28;079;36;6;28079036_6_48;2018;10;000.1;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.1;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V
28;079;36;6;28079036_6_48;2018;11;000.4;V;000.2;V;000.5;V;000.4;V;000.2;V;000.2;V;000.3;V;000.4;V;000.2;V;000.2;V;000.2;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.2;V;000.3;V;000.3;V;000.3;V;000.6;V;000.2;V;000.3;V;000.5;V;000.8;V;000.7;V;000.6;V;00000;N
28;079;36;6;28079036_6_48;2018;12;000.5;V;000.5;V;000.6;V;000.6;V;000.7;V;000.5;V;000.5;V;000.5;V;000.8;V;001.1;V;000.6;V;000.5;V;000.3;V;000.3;V;000.4;V;000.2;V;000.6;V;000.6;V;000.4;V;000.3;V;000.4;V;000.5;V;000.6;V;000.8;V;000.4;V;000.7;V;000.6;V;000.6;V;000.5;V;000.5;V;000.6;V
28;079;36;7;28079036_7_8;2018;01;00005;V;00013;V;00024;V;00013;V;00008;V;00008;V;00009;V;00045;V;00049;V;00019;V;00016;V;00078;V;00040;V;00012;V;00058;V;00065;V;00038;V;00085;V;00074;V;00080;V;00031;N;00071;V;00067;V;00080;V;00044;V;00017;V;00004;V;00003;V;00047;V;00069;V;00080;V
28;079;36;7;28079036_7_8;2018;02;00068;V;00013;V;00016;V;00004;V;00010;V;00007;V;00026;V;00025;V;00084;V;00011;V;00023;V;00013;V;00029;V;00009;V;00030;V;00025;V;00010;V;00005;V;00014;V;00007;V;00005;V;00020;V;00029;V;00053;V;00020;V;00060;V;00044;V;00027;V;00000;N;00000;N;00000;N
28;079;36;7;28079036_7_8;2018;03;00006;V;00019;V;00005;V;00005;V;00008;V;00010;V;00011;V;00016;V;00011;V;00006;V;00003;V;00006;V;00013;V;00010;V;00006;V;00009;V;00007;V;00006;V;00010;V;00007;V;00005;V;00021;V;00024;V;00005;V;00005;V;00024;V;00016;V;00028;V;00004;V;00002;V;00004;V
28;079;36;7;28079036_7_8;2018;04;00008;V;00015;V;00006;V;00005;V;00029;V;00015;V;00006;V;00004;V;00006;V;00008;V;00010;V;00009;V;00010;V;00011;V;00004;V;00008;V;00021;V;00015;V;00007;V;00008;V;00005;V;00007;V;00011;V;00012;V;00017;V;00009;V;00009;V;00003;V;00002;V;00007;V;00000;N
28;079;36;7;28079036_7_8;2018;05;00003;V;00005;V;00021;V;00003;V;00004;V;00004;V;00014;V;00026;V;00011;V;00004;V;00009;V;00004;V;00003;V;00006;V;00003;V;00004;V;00006;V;00006;V;00005;V;00003;V;00007;V;00012;V;00010;V;00007;V;00014;V;00006;V;00006;V;00008;V;00013;V;00010;V;00012;V
28;079;36;7;28079036_7_8;2018;06;00019;V;00003;V;00006;V;00004;V;00008;V;00010;V;00018;V;00009;V;00007;V;00004;V;00007;V;00013;V;00005;V;00006;V;00013;V;00004;V;00002;V;00004;V;00006;V;00006;V;00008;V;00006;V;00003;V;00003;V;00007;V;00006;V;00010;V;00009;V;00005;V;00003;V;00000;N
28;079;36;7;28079036_7_8;2018;07;00002;V;00005;V;00010;V;00010;V;00005;V;00005;V;00004;V;00002;V;00005;V;00003;V;00005;V;00005;V;00005;V;00003;V;00002;V;00005;V;00004;V;00006;V;00013;V;00011;V;00002;V;00003;V;00005;V;00007;V;00013;V;00015;V;00014;V;00004;V;00002;V;00007;V;00011;V
