"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"10 Cáceres"	"2014Q4"	"never_employed"	2
"Females"	"10 Cáceres"	"2014Q4"	"never_employed"	3.4
"Males"	"11 Cádiz"	"2014Q4"	"never_employed"	8.8
"Females"	"11 Cádiz"	"2014Q4"	"never_employed"	16.8
"Males"	"39 Cantabria"	"2014Q4"	"never_employed"	2.1
"Females"	"39 Cantabria"	"2014Q4"	"never_employed"	2.1
"Males"	"12 Castellón/Castelló"	"2014Q4"	"never_employed"	1.8
"Females"	"12 Castellón/Castelló"	"2014Q4"	"never_employed"	4.9
"Males"	"13 Ciudad Real"	"2014Q4"	"never_employed"	5.1
"Females"	"13 Ciudad Real"	"2014Q4"	"never_employed"	6.9
"Males"	"14 Córdoba"	"2014Q4"	"never_employed"	7.6
"Females"	"14 Córdoba"	"2014Q4"	"never_employed"	9.5
"Males"	"15 Coruña, A"	"2014Q4"	"never_employed"	4.9
"Females"	"15 Coruña, A"	"2014Q4"	"never_employed"	5.3
"Males"	"16 Cuenca"	"2014Q4"	"never_employed"	0.6
"Females"	"16 Cuenca"	"2014Q4"	"never_employed"	1.8
"Males"	"20 Gipuzkoa"	"2014Q4"	"never_employed"	2.1
"Females"	"20 Gipuzkoa"	"2014Q4"	"never_employed"	2.1
"Males"	"17 Girona"	"2014Q4"	"never_employed"	3.1
"Females"	"17 Girona"	"2014Q4"	"never_employed"	8.8
"Males"	"18 Granada"	"2014Q4"	"never_employed"	6.8
"Females"	"18 Granada"	"2014Q4"	"never_employed"	8.1
"Males"	"19 Guadalajara"	"2014Q4"	"never_employed"	1.1
"Females"	"19 Guadalajara"	"2014Q4"	"never_employed"	1.1
"Males"	"21 Huelva"	"2014Q4"	"never_employed"	3
"Females"	"21 Huelva"	"2014Q4"	"never_employed"	3.3
"Males"	"22 Huesca"	"2014Q4"	"never_employed"	0.5
"Females"	"22 Huesca"	"2014Q4"	"never_employed"	0.9
"Males"	"23 Jaén"	"2014Q4"	"never_employed"	4.1
"Females"	"23 Jaén"	"2014Q4"	"never_employed"	4.7
"Males"	"24 León"	"2014Q4"	"never_employed"	1.9
"Females"	"24 León"	"2014Q4"	"never_employed"	2.6
"Males"	"25 Lleida"	"2014Q4"	"never_employed"	2.1
"Females"	"25 Lleida"	"2014Q4"	"never_employed"	1.9
"Males"	"27 Lugo"	"2014Q4"	"never_employed"	0.9
"Females"	"27 Lugo"	"2014Q4"	"never_employed"	1
"Males"	"28 Madrid"	"2014Q4"	"never_employed"	26.7
"Females"	"28 Madrid"	"2014Q4"	"never_employed"	38.1
"Males"	"29 Málaga"	"2014Q4"	"never_employed"	4.6
"Females"	"29 Málaga"	"2014Q4"	"never_employed"	7.1
"Males"	"30 Murcia"	"2014Q4"	"never_employed"	8.9
"Females"	"30 Murcia"	"2014Q4"	"never_employed"	11
"Males"	"31 Navarra"	"2014Q4"	"never_employed"	1.4
"Females"	"31 Navarra"	"2014Q4"	"never_employed"	2
"Males"	"32 Ourense"	"2014Q4"	"never_employed"	0.9
"Females"	"32 Ourense"	"2014Q4"	"never_employed"	1.3
"Males"	"34 Palencia"	"2014Q4"	"never_employed"	1.1
"Females"	"34 Palencia"	"2014Q4"	"never_employed"	1.5
"Males"	"35 Palmas, Las"	"2014Q4"	"never_employed"	8.2
"Females"	"35 Palmas, Las"	"2014Q4"	"never_employed"	12.7
"Males"	"36 Pontevedra"	"2014Q4"	"never_employed"	3.4
"Females"	"36 Pontevedra"	"2014Q4"	"never_employed"	5.8
"Males"	"26 Rioja, La"	"2014Q4"	"never_employed"	0.5
"Females"	"26 Rioja, La"	"2014Q4"	"never_employed"	1.7
"Males"	"37 Salamanca"	"2014Q4"	"never_employed"	1.8
"Females"	"37 Salamanca"	"2014Q4"	"never_employed"	1.5
"Males"	"38 Santa Cruz de Tenerife"	"2014Q4"	"never_employed"	6.4
"Females"	"38 Santa Cruz de Tenerife"	"2014Q4"	"never_employed"	6.3
"Males"	"40 Segovia"	"2014Q4"	"never_employed"	1
"Females"	"40 Segovia"	"2014Q4"	"never_employed"	0.5
"Males"	"41 Sevilla"	"2014Q4"	"never_employed"	14.8
"Females"	"41 Sevilla"	"2014Q4"	"never_employed"	16.6
"Males"	"42 Soria"	"2014Q4"	"never_employed"	0.6
"Females"	"42 Soria"	"2014Q4"	"never_employed"	0.6
"Males"	"43 Tarragona"	"2014Q4"	"never_employed"	3.1
"Females"	"43 Tarragona"	"2014Q4"	"never_employed"	6.3
"Males"	"44 Teruel"	"2014Q4"	"never_employed"	0.5
"Females"	"44 Teruel"	"2014Q4"	"never_employed"	1.2
"Males"	"45 Toledo"	"2014Q4"	"never_employed"	4.9
"Females"	"45 Toledo"	"2014Q4"	"never_employed"	7.6
"Males"	"46 Valencia/València"	"2014Q4"	"never_employed"	14.4
"Females"	"46 Valencia/València"	"2014Q4"	"never_employed"	9.9
"Males"	"47 Valladolid"	"2014Q4"	"never_employed"	1.1
"Females"	"47 Valladolid"	"2014Q4"	"never_employed"	2.5
"Males"	"49 Zamora"	"2014Q4"	"never_employed"	0.9
"Females"	"49 Zamora"	"2014Q4"	"never_employed"	0.6
"Males"	"50 Zaragoza"	"2014Q4"	"never_employed"	3.6
"Females"	"50 Zaragoza"	"2014Q4"	"never_employed"	5.2
"Males"	"51 Ceuta"	"2014Q4"	"never_employed"	0.9
"Females"	"51 Ceuta"	"2014Q4"	"never_employed"	1.6
"Males"	"52 Melilla"	"2014Q4"	"never_employed"	0.6
"Females"	"52 Melilla"	"2014Q4"	"never_employed"	1.5
"Males"	"02 Albacete"	"2014Q3"	"never_employed"	2.5
"Females"	"02 Albacete"	"2014Q3"	"never_employed"	3
"Males"	"03 Alicante/Alacant"	"2014Q3"	"never_employed"	8.5
"Females"	"03 Alicante/Alacant"	"2014Q3"	"never_employed"	11
"Males"	"04 Almería"	"2014Q3"	"never_employed"	6.7
"Females"	"04 Almería"	"2014Q3"	"never_employed"	7.4
"Males"	"01 Araba/Álava"	"2014Q3"	"never_employed"	1.5
"Females"	"01 Araba/Álava"	"2014Q3"	"never_employed"	2.3
"Males"	"33 Asturias"	"2014Q3"	"never_employed"	3.3
"Females"	"33 Asturias"	"2014Q3"	"never_employed"	4.6
"Males"	"05 Ávila"	"2014Q3"	"never_employed"	0.8
"Females"	"05 Ávila"	"2014Q3"	"never_employed"	2.1
"Males"	"06 Badajoz"	"2014Q3"	"never_employed"	5.5
"Females"	"06 Badajoz"	"2014Q3"	"never_employed"	8.8
"Males"	"07 Balears, Illes"	"2014Q3"	"never_employed"	6.1
"Females"	"07 Balears, Illes"	"2014Q3"	"never_employed"	9.6
"Males"	"08 Barcelona"	"2014Q3"	"never_employed"	33.4
"Females"	"08 Barcelona"	"2014Q3"	"never_employed"	30.4
"Males"	"48 Bizkaia"	"2014Q3"	"never_employed"	5.4
"Females"	"48 Bizkaia"	"2014Q3"	"never_employed"	5.5
"Males"	"09 Burgos"	"2014Q3"	"never_employed"	1.5
"Females"	"09 Burgos"	"2014Q3"	"never_employed"	2.1
"Males"	"10 Cáceres"	"2014Q3"	"never_employed"	2.5
"Females"	"10 Cáceres"	"2014Q3"	"never_employed"	3.6
"Males"	"11 Cádiz"	"2014Q3"	"never_employed"	10.9
"Females"	"11 Cádiz"	"2014Q3"	"never_employed"	16
"Males"	"39 Cantabria"	"2014Q3"	"never_employed"	2.4
"Females"	"39 Cantabria"	"2014Q3"	"never_employed"	3.5
"Males"	"12 Castellón/Castelló"	"2014Q3"	"never_employed"	2.7
"Females"	"12 Castellón/Castelló"	"2014Q3"	"never_employed"	6.1
"Males"	"13 Ciudad Real"	"2014Q3"	"never_employed"	4.6
"Females"	"13 Ciudad Real"	"2014Q3"	"never_employed"	6.9
"Males"	"14 Córdoba"	"2014Q3"	"never_employed"	7.8
"Females"	"14 Córdoba"	"2014Q3"	"never_employed"	6.6
"Males"	"15 Coruña, A"	"2014Q3"	"never_employed"	5
"Females"	"15 Coruña, A"	"2014Q3"	"never_employed"	5.7
"Males"	"16 Cuenca"	"2014Q3"	"never_employed"	0.9
"Females"	"16 Cuenca"	"2014Q3"	"never_employed"	1.8
"Males"	"20 Gipuzkoa"	"2014Q3"	"never_employed"	2.6
"Females"	"20 Gipuzkoa"	"2014Q3"	"never_employed"	2.4
"Males"	"17 Girona"	"2014Q3"	"never_employed"	4.7
"Females"	"17 Girona"	"2014Q3"	"never_employed"	9.3
"Males"	"18 Granada"	"2014Q3"	"never_employed"	6.8
"Females"	"18 Granada"	"2014Q3"	"never_employed"	10.5
"Males"	"19 Guadalajara"	"2014Q3"	"never_employed"	0.8
"Females"	"19 Guadalajara"	"2014Q3"	"never_employed"	2.2
"Males"	"21 Huelva"	"2014Q3"	"never_employed"	2.6
"Females"	"21 Huelva"	"2014Q3"	"never_employed"	2.7
"Males"	"22 Huesca"	"2014Q3"	"never_employed"	0.4
"Females"	"22 Huesca"	"2014Q3"	"never_employed"	0.8
"Males"	"23 Jaén"	"2014Q3"	"never_employed"	5.3
"Females"	"23 Jaén"	"2014Q3"	"never_employed"	4.4
"Males"	"24 León"	"2014Q3"	"never_employed"	1.8
"Females"	"24 León"	"2014Q3"	"never_employed"	3.7
"Males"	"25 Lleida"	"2014Q3"	"never_employed"	3.4
"Females"	"25 Lleida"	"2014Q3"	"never_employed"	3
"Males"	"27 Lugo"	"2014Q3"	"never_employed"	1
"Females"	"27 Lugo"	"2014Q3"	"never_employed"	1.3
"Males"	"28 Madrid"	"2014Q3"	"never_employed"	23.4
"Females"	"28 Madrid"	"2014Q3"	"never_employed"	34.6
"Males"	"29 Málaga"	"2014Q3"	"never_employed"	7.8
"Females"	"29 Málaga"	"2014Q3"	"never_employed"	13.6
"Males"	"30 Murcia"	"2014Q3"	"never_employed"	10.2
"Females"	"30 Murcia"	"2014Q3"	"never_employed"	9.6
"Males"	"31 Navarra"	"2014Q3"	"never_employed"	1.9
"Females"	"31 Navarra"	"2014Q3"	"never_employed"	1.5
"Males"	"32 Ourense"	"2014Q3"	"never_employed"	1.3
"Females"	"32 Ourense"	"2014Q3"	"never_employed"	1.6
"Males"	"34 Palencia"	"2014Q3"	"never_employed"	1.5
"Females"	"34 Palencia"	"2014Q3"	"never_employed"	1.1
"Males"	"35 Palmas, Las"	"2014Q3"	"never_employed"	9.1
"Females"	"35 Palmas, Las"	"2014Q3"	"never_employed"	11.8
"Males"	"36 Pontevedra"	"2014Q3"	"never_employed"	4.4
"Females"	"36 Pontevedra"	"2014Q3"	"never_employed"	7.3
"Males"	"26 Rioja, La"	"2014Q3"	"never_employed"	1.1
"Females"	"26 Rioja, La"	"2014Q3"	"never_employed"	2.5
"Males"	"37 Salamanca"	"2014Q3"	"never_employed"	1.5
"Females"	"37 Salamanca"	"2014Q3"	"never_employed"	0.8
"Males"	"38 Santa Cruz de Tenerife"	"2014Q3"	"never_employed"	5.6
"Females"	"38 Santa Cruz de Tenerife"	"2014Q3"	"never_employed"	7.4
"Males"	"40 Segovia"	"2014Q3"	"never_employed"	0.8
"Females"	"40 Segovia"	"2014Q3"	"never_employed"	0.4
"Males"	"41 Sevilla"	"2014Q3"	"never_employed"	15.5
"Females"	"41 Sevilla"	"2014Q3"	"never_employed"	11.7
"Males"	"42 Soria"	"2014Q3"	"never_employed"	0.3
"Females"	"42 Soria"	"2014Q3"	"never_employed"	0.7
"Males"	"43 Tarragona"	"2014Q3"	"never_employed"	4.2
"Females"	"43 Tarragona"	"2014Q3"	"never_employed"	5
"Males"	"44 Teruel"	"2014Q3"	"never_employed"	0.8
"Females"	"44 Teruel"	"2014Q3"	"never_employed"	1.3
"Males"	"45 Toledo"	"2014Q3"	"never_employed"	4.9
"Females"	"45 Toledo"	"2014Q3"	"never_employed"	7.1
"Males"	"46 Valencia/València"	"2014Q3"	"never_employed"	17.5
"Females"	"46 Valencia/València"	"2014Q3"	"never_employed"	12.2
"Males"	"47 Valladolid"	"2014Q3"	"never_employed"	1.6
"Females"	"47 Valladolid"	"2014Q3"	"never_employed"	2.1
"Males"	"49 Zamora"	"2014Q3"	"never_employed"	0.8
"Females"	"49 Zamora"	"2014Q3"	"never_employed"	1.3
"Males"	"50 Zaragoza"	"2014Q3"	"never_employed"	5
"Females"	"50 Zaragoza"	"2014Q3"	"never_employed"	5.3
"Males"	"51 Ceuta"	"2014Q3"	"never_employed"	0.7
"Females"	"51 Ceuta"	"2014Q3"	"never_employed"	0.7
"Males"	"52 Melilla"	"2014Q3"	"never_employed"	0.6
"Females"	"52 Melilla"	"2014Q3"	"never_employed"	1
"Males"	"02 Albacete"	"2014Q2"	"never_employed"	1.9
"Females"	"02 Albacete"	"2014Q2"	"never_employed"	3.4
"Males"	"03 Alicante/Alacant"	"2014Q2"	"never_employed"	9.3
"Females"	"03 Alicante/Alacant"	"2014Q2"	"never_employed"	11
"Males"	"04 Almería"	"2014Q2"	"never_employed"	4.3
"Females"	"04 Almería"	"2014Q2"	"never_employed"	8.1
"Males"	"01 Araba/Álava"	"2014Q2"	"never_employed"	1.3
"Females"	"01 Araba/Álava"	"2014Q2"	"never_employed"	1.7
"Males"	"33 Asturias"	"2014Q2"	"never_employed"	3.5
"Females"	"33 Asturias"	"2014Q2"	"never_employed"	2.6
"Males"	"05 Ávila"	"2014Q2"	"never_employed"	0.3
"Females"	"05 Ávila"	"2014Q2"	"never_employed"	2.1
"Males"	"06 Badajoz"	"2014Q2"	"never_employed"	4.6
"Females"	"06 Badajoz"	"2014Q2"	"never_employed"	8.5
"Males"	"07 Balears, Illes"	"2014Q2"	"never_employed"	3.1
"Females"	"07 Balears, Illes"	"2014Q2"	"never_employed"	7.2
"Males"	"08 Barcelona"	"2014Q2"	"never_employed"	26.2
"Females"	"08 Barcelona"	"2014Q2"	"never_employed"	30.7
"Males"	"48 Bizkaia"	"2014Q2"	"never_employed"	6.1
"Females"	"48 Bizkaia"	"2014Q2"	"never_employed"	3.9
"Males"	"09 Burgos"	"2014Q2"	"never_employed"	1.5
"Females"	"09 Burgos"	"2014Q2"	"never_employed"	0.8
"Males"	"10 Cáceres"	"2014Q2"	"never_employed"	2.2
"Females"	"10 Cáceres"	"2014Q2"	"never_employed"	1.8
"Males"	"11 Cádiz"	"2014Q2"	"never_employed"	10.1
"Females"	"11 Cádiz"	"2014Q2"	"never_employed"	17.8
"Males"	"39 Cantabria"	"2014Q2"	"never_employed"	1.8
"Females"	"39 Cantabria"	"2014Q2"	"never_employed"	3.3
"Males"	"12 Castellón/Castelló"	"2014Q2"	"never_employed"	2.6
"Females"	"12 Castellón/Castelló"	"2014Q2"	"never_employed"	4.1
"Males"	"13 Ciudad Real"	"2014Q2"	"never_employed"	4.5
"Females"	"13 Ciudad Real"	"2014Q2"	"never_employed"	6.1
"Males"	"14 Córdoba"	"2014Q2"	"never_employed"	6.1
"Females"	"14 Córdoba"	"2014Q2"	"never_employed"	6.3
"Males"	"15 Coruña, A"	"2014Q2"	"never_employed"	5.3
"Females"	"15 Coruña, A"	"2014Q2"	"never_employed"	4
"Males"	"16 Cuenca"	"2014Q2"	"never_employed"	0.7
"Females"	"16 Cuenca"	"2014Q2"	"never_employed"	2.9
"Males"	"20 Gipuzkoa"	"2014Q2"	"never_employed"	2.5
"Females"	"20 Gipuzkoa"	"2014Q2"	"never_employed"	2.2
"Males"	"17 Girona"	"2014Q2"	"never_employed"	4.9
"Females"	"17 Girona"	"2014Q2"	"never_employed"	6.6
"Males"	"18 Granada"	"2014Q2"	"never_employed"	6.2
"Females"	"18 Granada"	"2014Q2"	"never_employed"	7.2
"Males"	"19 Guadalajara"	"2014Q2"	"never_employed"	1.3
"Females"	"19 Guadalajara"	"2014Q2"	"never_employed"	1.6
"Males"	"21 Huelva"	"2014Q2"	"never_employed"	3.8
"Females"	"21 Huelva"	"2014Q2"	"never_employed"	3.8
"Males"	"22 Huesca"	"2014Q2"	"never_employed"	0.5
"Females"	"22 Huesca"	"2014Q2"	"never_employed"	1.1
"Males"	"23 Jaén"	"2014Q2"	"never_employed"	3.7
"Females"	"23 Jaén"	"2014Q2"	"never_employed"	5.3
"Males"	"24 León"	"2014Q2"	"never_employed"	2.9
"Females"	"24 León"	"2014Q2"	"never_employed"	2.7
"Males"	"25 Lleida"	"2014Q2"	"never_employed"	2.2
"Females"	"25 Lleida"	"2014Q2"	"never_employed"	3.9
"Males"	"27 Lugo"	"2014Q2"	"never_employed"	1.5
"Females"	"27 Lugo"	"2014Q2"	"never_employed"	1.4
"Males"	"28 Madrid"	"2014Q2"	"never_employed"	33
"Females"	"28 Madrid"	"2014Q2"	"never_employed"	31
"Males"	"29 Málaga"	"2014Q2"	"never_employed"	7.5
"Females"	"29 Málaga"	"2014Q2"	"never_employed"	10.8
"Males"	"30 Murcia"	"2014Q2"	"never_employed"	8.4
"Females"	"30 Murcia"	"2014Q2"	"never_employed"	8.6
"Males"	"31 Navarra"	"2014Q2"	"never_employed"	2.2
"Females"	"31 Navarra"	"2014Q2"	"never_employed"	2.3
"Males"	"32 Ourense"	"2014Q2"	"never_employed"	1.2
"Females"	"32 Ourense"	"2014Q2"	"never_employed"	2.3
"Males"	"34 Palencia"	"2014Q2"	"never_employed"	1.6
"Females"	"34 Palencia"	"2014Q2"	"never_employed"	0.8
"Males"	"35 Palmas, Las"	"2014Q2"	"never_employed"	7.9
"Females"	"35 Palmas, Las"	"2014Q2"	"never_employed"	8.6
"Males"	"36 Pontevedra"	"2014Q2"	"never_employed"	3.9
"Females"	"36 Pontevedra"	"2014Q2"	"never_employed"	6.7
"Males"	"26 Rioja, La"	"2014Q2"	"never_employed"	1
"Females"	"26 Rioja, La"	"2014Q2"	"never_employed"	1.4
"Males"	"37 Salamanca"	"2014Q2"	"never_employed"	1.4
"Females"	"37 Salamanca"	"2014Q2"	"never_employed"	0.6
"Males"	"38 Santa Cruz de Tenerife"	"2014Q2"	"never_employed"	7.7
"Females"	"38 Santa Cruz de Tenerife"	"2014Q2"	"never_employed"	9
"Males"	"40 Segovia"	"2014Q2"	"never_employed"	0.4
"Females"	"40 Segovia"	"2014Q2"	"never_employed"	0.7
"Males"	"41 Sevilla"	"2014Q2"	"never_employed"	12.3
"Females"	"41 Sevilla"	"2014Q2"	"never_employed"	11.9
"Males"	"42 Soria"	"2014Q2"	"never_employed"	0.4
"Females"	"42 Soria"	"2014Q2"	"never_employed"	0.2
"Males"	"43 Tarragona"	"2014Q2"	"never_employed"	3.4
"Females"	"43 Tarragona"	"2014Q2"	"never_employed"	4.4
"Males"	"44 Teruel"	"2014Q2"	"never_employed"	0.4
"Females"	"44 Teruel"	"2014Q2"	"never_employed"	1.5
"Males"	"45 Toledo"	"2014Q2"	"never_employed"	5
"Females"	"45 Toledo"	"2014Q2"	"never_employed"	5.8
"Males"	"46 Valencia/València"	"2014Q2"	"never_employed"	12.7
"Females"	"46 Valencia/València"	"2014Q2"	"never_employed"	17.3
"Males"	"47 Valladolid"	"2014Q2"	"never_employed"	1.5
"Females"	"47 Valladolid"	"2014Q2"	"never_employed"	1.9
"Males"	"49 Zamora"	"2014Q2"	"never_employed"	0.6
"Females"	"49 Zamora"	"2014Q2"	"never_employed"	1.1
"Males"	"50 Zaragoza"	"2014Q2"	"never_employed"	6.3
"Females"	"50 Zaragoza"	"2014Q2"	"never_employed"	3.9
"Males"	"51 Ceuta"	"2014Q2"	"never_employed"	0.6
"Females"	"51 Ceuta"	"2014Q2"	"never_employed"	0.9
"Males"	"52 Melilla"	"2014Q2"	"never_employed"	0.5
"Females"	"52 Melilla"	"2014Q2"	"never_employed"	0.9
"Males"	"02 Albacete"	"2014Q1"	"never_employed"	1.3
"Females"	"02 Albacete"	"2014Q1"	"never_employed"	2.7
"Males"	"03 Alicante/Alacant"	"2014Q1"	"never_employed"	7.6
"Females"	"03 Alicante/Alacant"	"2014Q1"	"never_employed"	13.1
"Males"	"04 Almería"	"2014Q1"	"never_employed"	5.9
"Females"	"04 Almería"	"2014Q1"	"never_employed"	4.5
"Males"	"01 Araba/Álava"	"2014Q1"	"never_employed"	0.9
"Females"	"01 Araba/Álava"	"2014Q1"	"never_employed"	1.7
"Males"	"33 Asturias"	"2014Q1"	"never_employed"	5.8
"Females"	"33 Asturias"	"2014Q1"	"never_employed"	3.3
"Males"	"05 Ávila"	"2014Q1"	"never_employed"	0.5
"Females"	"05 Ávila"	"2014Q1"	"never_employed"	2.1
"Males"	"06 Badajoz"	"2014Q1"	"never_employed"	2.8
"Females"	"06 Badajoz"	"2014Q1"	"never_employed"	5.1
"Males"	"07 Balears, Illes"	"2014Q1"	"never_employed"	4.1
"Females"	"07 Balears, Illes"	"2014Q1"	"never_employed"	4.8
"Males"	"08 Barcelona"	"2014Q1"	"never_employed"	32.2
"Females"	"08 Barcelona"	"2014Q1"	"never_employed"	26.2
"Males"	"48 Bizkaia"	"2014Q1"	"never_employed"	5
"Females"	"48 Bizkaia"	"2014Q1"	"never_employed"	3.9
"Males"	"09 Burgos"	"2014Q1"	"never_employed"	0.5
"Females"	"09 Burgos"	"2014Q1"	"never_employed"	1.8
"Males"	"10 Cáceres"	"2014Q1"	"never_employed"	1.5
"Females"	"10 Cáceres"	"2014Q1"	"never_employed"	2.4
"Males"	"11 Cádiz"	"2014Q1"	"never_employed"	10.9
"Females"	"11 Cádiz"	"2014Q1"	"never_employed"	17.5
"Males"	"39 Cantabria"	"2014Q1"	"never_employed"	2.8
"Females"	"39 Cantabria"	"2014Q1"	"never_employed"	2.2
"Males"	"12 Castellón/Castelló"	"2014Q1"	"never_employed"	1.2
"Females"	"12 Castellón/Castelló"	"2014Q1"	"never_employed"	3.2
"Males"	"13 Ciudad Real"	"2014Q1"	"never_employed"	4.2
"Females"	"13 Ciudad Real"	"2014Q1"	"never_employed"	6
"Males"	"14 Córdoba"	"2014Q1"	"never_employed"	4.4
"Females"	"14 Córdoba"	"2014Q1"	"never_employed"	7.1
"Males"	"15 Coruña, A"	"2014Q1"	"never_employed"	5
"Females"	"15 Coruña, A"	"2014Q1"	"never_employed"	4
"Males"	"16 Cuenca"	"2014Q1"	"never_employed"	0.7
"Females"	"16 Cuenca"	"2014Q1"	"never_employed"	1.6
"Males"	"20 Gipuzkoa"	"2014Q1"	"never_employed"	2.2
"Females"	"20 Gipuzkoa"	"2014Q1"	"never_employed"	1.5
"Males"	"17 Girona"	"2014Q1"	"never_employed"	4
"Females"	"17 Girona"	"2014Q1"	"never_employed"	6.8
"Males"	"18 Granada"	"2014Q1"	"never_employed"	4.5
"Females"	"18 Granada"	"2014Q1"	"never_employed"	7
"Males"	"19 Guadalajara"	"2014Q1"	"never_employed"	1.5
"Females"	"19 Guadalajara"	"2014Q1"	"never_employed"	0.8
"Males"	"21 Huelva"	"2014Q1"	"never_employed"	2.7
"Females"	"21 Huelva"	"2014Q1"	"never_employed"	2.5
"Males"	"22 Huesca"	"2014Q1"	"never_employed"	0.4
"Females"	"22 Huesca"	"2014Q1"	"never_employed"	0.5
"Males"	"23 Jaén"	"2014Q1"	"never_employed"	3.6
"Females"	"23 Jaén"	"2014Q1"	"never_employed"	5.1
"Males"	"24 León"	"2014Q1"	"never_employed"	2
"Females"	"24 León"	"2014Q1"	"never_employed"	3.1
"Males"	"25 Lleida"	"2014Q1"	"never_employed"	2.2
"Females"	"25 Lleida"	"2014Q1"	"never_employed"	1.7
"Males"	"27 Lugo"	"2014Q1"	"never_employed"	1.3
"Females"	"27 Lugo"	"2014Q1"	"never_employed"	1.9
"Males"	"28 Madrid"	"2014Q1"	"never_employed"	39.9
"Females"	"28 Madrid"	"2014Q1"	"never_employed"	36.3
"Males"	"29 Málaga"	"2014Q1"	"never_employed"	8.6
"Females"	"29 Málaga"	"2014Q1"	"never_employed"	9.4
"Males"	"30 Murcia"	"2014Q1"	"never_employed"	7.4
"Females"	"30 Murcia"	"2014Q1"	"never_employed"	5.7
"Males"	"31 Navarra"	"2014Q1"	"never_employed"	1.8
"Females"	"31 Navarra"	"2014Q1"	"never_employed"	2
"Males"	"32 Ourense"	"2014Q1"	"never_employed"	1.3
"Females"	"32 Ourense"	"2014Q1"	"never_employed"	2.3
"Males"	"34 Palencia"	"2014Q1"	"never_employed"	1.6
"Females"	"34 Palencia"	"2014Q1"	"never_employed"	0.8
"Males"	"35 Palmas, Las"	"2014Q1"	"never_employed"	6.3
"Females"	"35 Palmas, Las"	"2014Q1"	"never_employed"	10
"Males"	"36 Pontevedra"	"2014Q1"	"never_employed"	3.5
"Females"	"36 Pontevedra"	"2014Q1"	"never_employed"	4.9
"Males"	"26 Rioja, La"	"2014Q1"	"never_employed"	0.6
"Females"	"26 Rioja, La"	"2014Q1"	"never_employed"	1.6
"Males"	"37 Salamanca"	"2014Q1"	"never_employed"	0.9
"Females"	"37 Salamanca"	"2014Q1"	"never_employed"	1.5
"Males"	"38 Santa Cruz de Tenerife"	"2014Q1"	"never_employed"	8.4
"Females"	"38 Santa Cruz de Tenerife"	"2014Q1"	"never_employed"	9.3
"Males"	"40 Segovia"	"2014Q1"	"never_employed"	0.4
"Females"	"40 Segovia"	"2014Q1"	"never_employed"	0.1
"Males"	"41 Sevilla"	"2014Q1"	"never_employed"	14
"Females"	"41 Sevilla"	"2014Q1"	"never_employed"	13.5
"Males"	"42 Soria"	"2014Q1"	"never_employed"	0.4
"Females"	"42 Soria"	"2014Q1"	"never_employed"	0.4
"Males"	"43 Tarragona"	"2014Q1"	"never_employed"	2.1
"Females"	"43 Tarragona"	"2014Q1"	"never_employed"	4.4
"Males"	"44 Teruel"	"2014Q1"	"never_employed"	0.4
"Females"	"44 Teruel"	"2014Q1"	"never_employed"	0.8
"Males"	"45 Toledo"	"2014Q1"	"never_employed"	3.6
"Females"	"45 Toledo"	"2014Q1"	"never_employed"	5.2
"Males"	"46 Valencia/València"	"2014Q1"	"never_employed"	15.6
"Females"	"46 Valencia/València"	"2014Q1"	"never_employed"	18.6
"Males"	"47 Valladolid"	"2014Q1"	"never_employed"	1.3
"Females"	"47 Valladolid"	"2014Q1"	"never_employed"	2
"Males"	"49 Zamora"	"2014Q1"	"never_employed"	0.7
"Females"	"49 Zamora"	"2014Q1"	"never_employed"	1.3
"Males"	"50 Zaragoza"	"2014Q1"	"never_employed"	4.3
"Females"	"50 Zaragoza"	"2014Q1"	"never_employed"	3.1
"Males"	"51 Ceuta"	"2014Q1"	"never_employed"	0.8
"Females"	"51 Ceuta"	"2014Q1"	"never_employed"	0.7
"Males"	"52 Melilla"	"2014Q1"	"never_employed"	0.2
"Females"	"52 Melilla"	"2014Q1"	"never_employed"	1.1
"Males"	"02 Albacete"	"2013Q4"	"never_employed"	0.9
"Females"	"02 Albacete"	"2013Q4"	"never_employed"	2.7
"Males"	"03 Alicante/Alacant"	"2013Q4"	"never_employed"	7.4
"Females"	"03 Alicante/Alacant"	"2013Q4"	"never_employed"	15.7
"Males"	"04 Almería"	"2013Q4"	"never_employed"	4.6
"Females"	"04 Almería"	"2013Q4"	"never_employed"	4.5
"Males"	"01 Araba/Álava"	"2013Q4"	"never_employed"	1.4
"Females"	"01 Araba/Álava"	"2013Q4"	"never_employed"	1
"Males"	"33 Asturias"	"2013Q4"	"never_employed"	5.9
"Females"	"33 Asturias"	"2013Q4"	"never_employed"	4.1
"Males"	"05 Ávila"	"2013Q4"	"never_employed"	0.9
"Females"	"05 Ávila"	"2013Q4"	"never_employed"	1.9
"Males"	"06 Badajoz"	"2013Q4"	"never_employed"	3.3
"Females"	"06 Badajoz"	"2013Q4"	"never_employed"	4.1
"Males"	"07 Balears, Illes"	"2013Q4"	"never_employed"	3.8
"Females"	"07 Balears, Illes"	"2013Q4"	"never_employed"	7.2
"Males"	"08 Barcelona"	"2013Q4"	"never_employed"	29.8
"Females"	"08 Barcelona"	"2013Q4"	"never_employed"	36.1
